time	V(vout)
8.384999999999240e-001	2.421059e+000
8.385999999999240e-001	2.418690e+000
8.386999999999240e-001	2.419695e+000
8.387999999999239e-001	2.425608e+000
8.388999999999239e-001	2.428296e+000
8.389999999999239e-001	2.432469e+000
8.390999999999239e-001	2.436313e+000
8.391285714284953e-001	2.438616e+000
8.391571428570668e-001	2.440358e+000
8.391857142856382e-001	2.441538e+000
8.392142857142096e-001	2.442157e+000
8.392428571427810e-001	2.442215e+000
8.392714285713525e-001	2.441711e+000
8.392999999999239e-001	2.440645e+000
8.393999999999239e-001	2.442000e+000
8.394999999999239e-001	2.447535e+000
8.395999999999239e-001	2.451691e+000
8.396999999999238e-001	2.458188e+000
8.397999999999238e-001	2.461224e+000
8.398999999999238e-001	2.465559e+000
8.399999999999238e-001	2.474657e+000
8.400999999999238e-001	2.480034e+000
8.401151999999238e-001	2.480275e+000
8.401303999999238e-001	2.480465e+000
8.401455999999238e-001	2.480606e+000
8.401607999999237e-001	2.480697e+000
8.401759999999237e-001	2.480738e+000
8.401911999999236e-001	2.480729e+000
8.402063999999236e-001	2.480670e+000
8.402999999999238e-001	2.480333e+000
8.403999999999238e-001	2.482580e+000
8.404999999999238e-001	2.487345e+000
8.405999999999237e-001	2.489146e+000
8.406999999999237e-001	2.489569e+000
8.407999999999237e-001	2.492233e+000
8.408999999999237e-001	2.497377e+000
8.409999999999237e-001	2.501304e+000
8.410999999999237e-001	2.503156e+000
8.411999999999237e-001	2.505881e+000
8.412999999999237e-001	2.505129e+000
8.413999999999237e-001	2.507427e+000
8.414999999999236e-001	2.509991e+000
8.415999999999236e-001	2.509682e+000
8.416999999999236e-001	2.509416e+000
8.417999999999236e-001	2.508729e+000
8.418999999999236e-001	2.508813e+000
8.419999999999236e-001	2.510748e+000
8.422075310113236e-001	2.520113e+000
8.422999999999236e-001	2.522773e+000
8.423999999999235e-001	2.526074e+000
8.425077117555971e-001	2.529027e+000
8.425999999999235e-001	2.528281e+000
8.426999999999235e-001	2.531766e+000
8.427999999999235e-001	2.538200e+000
8.429063174701713e-001	2.540171e+000
8.429999999999235e-001	2.542078e+000
8.430999999999235e-001	2.548454e+000
8.431999999999235e-001	2.557139e+000
8.432999999999234e-001	2.565016e+000
8.434063999999234e-001	2.572517e+000
8.434209142856377e-001	2.573137e+000
8.434354285713519e-001	2.573731e+000
8.434499428570662e-001	2.574301e+000
8.434644571427804e-001	2.574845e+000
8.434789714284947e-001	2.575365e+000
8.434934857142089e-001	2.575860e+000
8.435079999999232e-001	2.576330e+000
8.435354285713518e-001	2.577276e+000
8.435628571427805e-001	2.578300e+000
8.435902857142090e-001	2.579403e+000
8.436177142856376e-001	2.580585e+000
8.436451428570662e-001	2.581845e+000
8.436725714284948e-001	2.583183e+000
8.436999999999234e-001	2.584600e+000
8.437999999999234e-001	2.587716e+000
8.438999999999234e-001	2.592552e+000
8.439999999999234e-001	2.597794e+000
8.440285714284947e-001	2.597942e+000
8.440571428570662e-001	2.598330e+000
8.440857142856376e-001	2.598957e+000
8.441142857142091e-001	2.599824e+000
8.441428571427805e-001	2.600930e+000
8.441714285713520e-001	2.602275e+000
8.441999999999234e-001	2.603860e+000
8.442999999999233e-001	2.606833e+000
8.443999999999233e-001	2.610564e+000
8.444999999999233e-001	2.616831e+000
8.445999999999233e-001	2.621707e+000
8.446999999999233e-001	2.626639e+000
8.447999999999233e-001	2.630414e+000
8.448428571427804e-001	2.631947e+000
8.448857142856375e-001	2.633066e+000
8.449285714284947e-001	2.633769e+000
8.449714285713519e-001	2.634058e+000
8.450142857142090e-001	2.633931e+000
8.450571428570661e-001	2.633389e+000
8.450999999999233e-001	2.632432e+000
8.451999999999232e-001	2.634561e+000
8.452999999999232e-001	2.638089e+000
8.453999999999232e-001	2.637569e+000
8.454999999999232e-001	2.638915e+000
8.455999999999232e-001	2.642095e+000
8.456999999999232e-001	2.641135e+000
8.457999999999232e-001	2.638900e+000
8.458999999999232e-001	2.638037e+000
8.459999999999232e-001	2.635420e+000
8.460999999999231e-001	2.637847e+000
8.461154138338960e-001	2.639046e+000
8.461308276678687e-001	2.640213e+000
8.461462415018416e-001	2.641346e+000
8.461616553358144e-001	2.642446e+000
8.461770691697873e-001	2.643513e+000
8.461924830037600e-001	2.644547e+000
8.462078968377329e-001	2.645548e+000
8.462999999999231e-001	2.649174e+000
8.463999999999231e-001	2.652103e+000
8.465999999999231e-001	2.657079e+000
8.466177142856374e-001	2.657171e+000
8.466354285713517e-001	2.657312e+000
8.466531428570659e-001	2.657501e+000
8.466708571427802e-001	2.657740e+000
8.466885714284945e-001	2.658027e+000
8.467062857142088e-001	2.658362e+000
8.467239999999231e-001	2.658747e+000
8.469079999999228e-001	2.662577e+000
8.469365714284950e-001	2.663438e+000
8.469651428570673e-001	2.664394e+000
8.469937142856394e-001	2.665444e+000
8.470222857142116e-001	2.666588e+000
8.470508571427837e-001	2.667826e+000
8.470794285713560e-001	2.669158e+000
8.471079999999281e-001	2.670585e+000
8.472063999999271e-001	2.673304e+000
8.472999999999230e-001	2.673931e+000
8.473999999999230e-001	2.676973e+000
8.474999999999230e-001	2.681765e+000
8.475999999999230e-001	2.686254e+000
8.476999999999230e-001	2.690758e+000
8.477151999918404e-001	2.691205e+000
8.477303999837579e-001	2.691712e+000
8.477455999756753e-001	2.692280e+000
8.477607999675927e-001	2.692908e+000
8.477759999595101e-001	2.693597e+000
8.477911999514276e-001	2.694346e+000
8.478063999433451e-001	2.695156e+000
8.478999999999229e-001	2.700531e+000
8.479999999999229e-001	2.708108e+000
8.480999999999229e-001	2.717129e+000
8.481999999999229e-001	2.717923e+000
8.482999999999229e-001	2.717202e+000
8.483999999999229e-001	2.721165e+000
8.484999999999229e-001	2.722626e+000
8.485999999999229e-001	2.724615e+000
8.486999999999229e-001	2.726381e+000
8.487999999999228e-001	2.728068e+000
8.488999999999228e-001	2.729263e+000
8.489285714284942e-001	2.730014e+000
8.489571428570657e-001	2.730744e+000
8.489857142856371e-001	2.731454e+000
8.490142857142086e-001	2.732143e+000
8.490428571427799e-001	2.732811e+000
8.490714285713514e-001	2.733459e+000
8.490999999999228e-001	2.734086e+000
8.491999999999228e-001	2.734049e+000
8.492999999999228e-001	2.736930e+000
8.493999999999228e-001	2.742567e+000
8.494999999999228e-001	2.743478e+000
8.496999999999227e-001	2.754519e+000
8.497999999999227e-001	2.761869e+000
8.498999999999227e-001	2.767355e+000
8.499999999999227e-001	2.770958e+000
8.500999999999227e-001	2.771541e+000
8.501999999999227e-001	2.772478e+000
8.502999999999227e-001	2.774211e+000
8.503999999999227e-001	2.778488e+000
8.504999999999227e-001	2.785807e+000
8.505999999999226e-001	2.796492e+000
8.506999999999226e-001	2.800278e+000
8.507999999999226e-001	2.799368e+000
8.508999999999226e-001	2.799150e+000
8.509999999999226e-001	2.797752e+000
8.510285714284940e-001	2.797713e+000
8.510571428570655e-001	2.797443e+000
8.510857142856368e-001	2.796940e+000
8.511142857142083e-001	2.796205e+000
8.511428571427797e-001	2.795238e+000
8.511714285713512e-001	2.794039e+000
8.511999999999226e-001	2.792608e+000
8.512999999999226e-001	2.790180e+000
8.513285714284939e-001	2.790435e+000
8.513571428570654e-001	2.790405e+000
8.513857142856368e-001	2.790091e+000
8.514142857142083e-001	2.789493e+000
8.514428571427797e-001	2.788609e+000
8.514714285713512e-001	2.787441e+000
8.514999999999225e-001	2.785989e+000
8.515999999999225e-001	2.782910e+000
8.516285714284939e-001	2.782733e+000
8.516571428570654e-001	2.782463e+000
8.516857142856368e-001	2.782100e+000
8.517142857142083e-001	2.781645e+000
8.517428571427796e-001	2.781096e+000
8.517714285713511e-001	2.780455e+000
8.517999999999225e-001	2.779720e+000
8.518999999999225e-001	2.779726e+000
8.519155990183726e-001	2.780105e+000
8.519311980368226e-001	2.780366e+000
8.519467970552727e-001	2.780508e+000
8.519623960737227e-001	2.780530e+000
8.519779950921728e-001	2.780434e+000
8.519935941106228e-001	2.780218e+000
8.520091931290729e-001	2.779884e+000
8.520999999999225e-001	2.775877e+000
8.521999999999225e-001	2.772311e+000
8.522999999999225e-001	2.769241e+000
8.523999999999224e-001	2.769091e+000
8.524285714284938e-001	2.770781e+000
8.524571428570653e-001	2.772172e+000
8.524857142856367e-001	2.773265e+000
8.525142857142082e-001	2.774060e+000
8.525428571427796e-001	2.774555e+000
8.525714285713510e-001	2.774753e+000
8.525999999999224e-001	2.774651e+000
8.526999999999224e-001	2.774710e+000
8.527999999999224e-001	2.774338e+000
8.528999999999224e-001	2.774886e+000
